profile_name,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,cross_score,relevant
frontend-mid,1452,"Fullstack Developer (Java + Angular)","Scalo",mid,hybrid,"Gdańsk","Spring Boot; Angular; Java","16800-20160 PLN",0.026510,1
frontend-mid,1100,"Front End Developer (Vue.js) - fully remote within Europe (m/f/d)","JobLeads",mid,remote,"","HTML; Vue.js; MySQL","17762-24866 PLN",0.022823,0
frontend-mid,4985,"Java Software Engineer","Motorola Solutions Systems Polska",mid,hybrid,"Kraków","Docker; Java; K8s","14600-19000 PLN",0.020805,0
frontend-mid,1248,"Programista WordPress (Elementor + ACF)","OSK ELKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",mid,hybrid,"Warszawa","PHP; JavaScript; HTML5; REST API; CSS3; MySQL; WordPress; ACF; Elementor","6500-8500 PLN",0.019266,0
frontend-mid,1218,"CCM Developer","Quertum",junior,hybrid,"Warszawa","HTML; JSON; XML","7800-10800 PLN",0.018249,0
frontend-mid,743,"AI Full-Stack Developer (m/k/n)","Upvanta",mid,remote,"","Python; AI; Azure","26040-26040 PLN",0.011467,1
fullstack-junior,201,"Junior Full Stack Developer","DreamAI Technologies",junior,office,"Warszawa","TypeScript; React; JavaScript; Express.js; Microservices; React Native; Nest.js; MongoDB; Figma","7500-10000 PLN",0.977328,1
fullstack-junior,5795,"Junior Fullstack Developer","DataFuze",junior,office,"Warszawa","Python; AI; SQL","7000-10000 PLN",0.943553,1
fullstack-junior,138,"Junior Developer with AI - part time/full time","Pirxey",junior,remote,"Gdańsk","TypeScript; Angular; React; JavaScript; Node.js; HTML; Python; CSS; Vue.js; SQL; Analytical Thinking","5800-8000 PLN",0.847004,1
fullstack-junior,183,"Junior React Developer","Link Group",junior,hybrid,"Warszawa","TypeScript; REST; React; API; JavaScript; HTML; CSS3","10080-10920 PLN",0.812536,1
fullstack-junior,3949,"Junior Frontend Developer","best HR and PM solutions",junior,remote,"Cracow","JavaScript; HTML; CSS; Git; SEO; CMS","7000-9000 PLN",0.747674,1
fullstack-junior,209,"Junior Angular Developer","Link Group",junior,remote,"Warszawa","TypeScript; Angular; HTML; CSS; REST API; NgRx; Jasmine; RxJS; Karma","8400-13440 PLN",0.738400,0
fullstack-junior,4671,"Junior Node.js Backend Developer (he/she/they)","Lite e-Commerce",junior,remote,"Warszawa","TypeScript; Docker; PostgreSQL; Node.js; GraphQL; Redis","7000-9000 PLN",0.659166,1
fullstack-junior,737,"JS / Junior Developer","Arrmy.gg",junior,hybrid,"Gdynia","JavaScript; HTML; Git","6000-10000 PLN",0.645211,1
fullstack-junior,5778,"Junior Java Developer (f/m)","Netcompany Poland",junior,office,"Warsaw","Java; OOP; IT-related University degree","8000-9000 PLN",0.500596,0
fullstack-junior,348,"Junior Frontend Developer (K/M)","OstroVit",junior,office,"Zambrów","JavaScript; HTML; CSS; WordPress","4806-5400 PLN",0.498180,1
fullstack-junior,1094,"Junior Low-Code Developer (Mendix)","BiModal Solutions",junior,office,"Kraków","JavaScript; HTML; CSS","5880-6384 PLN",0.441074,1
fullstack-junior,2486,"Fullstack Internship | RAS TECH Summer","Ringier Axel Springer Tech",junior,hybrid,"Kraków","TypeScript; JavaScript; R","5400-5400 PLN",0.408868,1
fullstack-junior,1092,"Junior Java Developer","VHV Informatyka Sp. z o.o.",junior,office,"Warszawa","Java; Git; SQL","8000-12000 PLN",0.406070,1
fullstack-junior,5679,"Frontend Developer","Mindpal Sp. z o.o.",junior,office,"Gliwice","TypeScript; React; JavaScript","8000-10000 PLN",0.335918,1
fullstack-junior,222,"Independent Developer","Lunar Logic",junior,hybrid,"Kraków","JavaScript; Node.js; Amazon AWS; Git; SQL; Ruby on Rails; Security","10000-14000 PLN",0.227380,1
fullstack-junior,2485,"AI Fullstack Internship | RAS TECH Summer","Ringier Axel Springer Tech",junior,hybrid,"Kraków","TypeScript; React; Git","5400-5400 PLN",0.209798,1
fullstack-junior,5769,"Web Developer ","Ptak Warsaw Expo Sp. z o.o.",junior,office,"Nadarzyn","HTML; WordPress; Excel","7000-9000 PLN",0.154144,1
fullstack-junior,1218,"CCM Developer","Quertum",junior,hybrid,"Warszawa","HTML; JSON; XML","7800-10800 PLN",0.128703,0
fullstack-junior,5752,"Junior Frontend Software Engineer - e-Xperience Program Associate","Allegro",junior,office,"Poznań","HTML; Java; CSS","7000-7000 PLN",0.124440,1
fullstack-junior,5509,"Junior Software Engineer (Java)","Sopra Steria Poland",junior,office,"Katowice","Spring Boot; Java; REST API","5500-8500 PLN",0.108930,0
fullstack-junior,5646,"Backend Internship | RAS TECH Summer","Ringier Axel Springer Tech",junior,hybrid,"Kraków","Node.js; Python; Go","5400-5400 PLN",0.098666,0
fullstack-junior,5647,"Junior Python Software Engineer - e-Xperience Program Associate","Allegro",junior,office,"Poznań","Java; AI","7000-7000 PLN",0.074496,1
fullstack-junior,158,"Junior Software Engineer in Hotel Tech","JOURNEY",junior,office,"Poznań","TypeScript; React; Programming; Node; Web Development; eXtremeProgramming; n8n; TDD; Agentic Coding; AWS","9914-14420 PLN",0.057423,0
fullstack-junior,2136,"Financial Engineering - Internship","HSBC Technology Poland",junior,office,"Kraków","React; Python; Communication skills","4500-4500 PLN",0.009050,0
fullstack-mid,213,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,"Warszawa","TypeScript; React; API; Node.js; AWS","13000-15000 PLN",0.977490,1
fullstack-mid,5282,"Fullstack developer (Node.js and React) (f/m/d)","FIEGE Sp. z.o.o.",mid,remote,"Warszawa","React; Node.js","15000-18000 PLN",0.968685,1
fullstack-mid,100,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,"Warszawa","TypeScript; React; Node.js; REST API; PostreSQL","15750-19950 PLN",0.961350,1
fullstack-mid,220,"Senior Full Stack Developer (Node.js + React)","DataArt",mid,remote,"Wrocław","Docker; PHP; JavaScript; Node.js; GraphQL; Git; nestJS; MySQL; React.JS; AWS","15000-17500 PLN",0.959679,1
fullstack-mid,5731,"Fullstack Developer (React + Node.js)","Mood Up",mid,hybrid,"Poznań","TypeScript; React; JavaScript","16000-21000 PLN",0.959081,1
fullstack-mid,335,"FullStack Developer (React + Node.js)","ALTIMI",mid,remote,"Wrocław","React; Node.js; GCP","16800-23520 PLN",0.957825,1
fullstack-mid,395,"Senior Full Stack Developer (Node.js + React)","DataArt",mid,remote,"Wrocław","Docker; PHP; JavaScript; Node.js; GraphQL; Git; nestJS; MySQL; React.JS; AWS","15000-19500 PLN",0.957137,1
fullstack-mid,1087,"Fullstack Developer (Java, React)","ITFS Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; React; JavaScript","15120-18480 PLN",0.948496,1
fullstack-mid,49,"Fullstack Developer (Mid)","Framna (formerly Bright Inventions)",mid,hybrid,"Gdańsk","TypeScript; Next.js; React; JavaScript; Node.js; nestJS; NoSQL; SQL; Databases; AWS","18772-21220 PLN",0.947922,1
fullstack-mid,71,"Full Stack Developer (Java, TypeScript)","Upvanta sp. z o.o.",mid,remote,"Wrocław","TypeScript; PostgreSQL; React; JavaScript; Java; REST API; MongoDB; Kafka; Spring; Oracle","21000-25200 PLN",0.943177,1
fullstack-mid,4530,"Fullstack Developer (Typescript/AWS)","Upvanta sp. z o.o.",mid,remote,"Warszawa","TypeScript; Node.js; Java; Python; GitHub Actions; NoSQL; SQL; Lambda; AWS; Bamboo","18900-23730 PLN",0.939219,1
fullstack-mid,1237,"Fullstack Developer - Backend background (he/she)] -  (F/M)","ASTEK Polska",mid,remote,"Warsaw","TypeScript; React; JavaScript; Node.js; Git; nestJS; RESTful API; Neo4j; Cypher; NPM/Yarn","15750-24150 PLN",0.933325,1
fullstack-mid,322,"Full-Stack(Node.js+ React) Developer","SNI",mid,remote,"Wrocław","TypeScript; React; Node.js; AWS","16800-20160 PLN",0.926569,1
fullstack-mid,5221,"Mid Fullstack Developer - Global Fintech Project","Humanit",mid,remote,"Wrocław","Docker; React; Node.js; REST API; Redux; JavaScript / TypeScript; SQL (Postgres / MySQL)","14000-17000 PLN",0.926350,1
fullstack-mid,5748," Fullstack Developer (Node, react, typescript)","Link Group",mid,remote,"","TypeScript; React; Node.js","15000-20000 PLN",0.925857,1
fullstack-mid,25,"Fullstack Developer (Node.js/Nest.js + Next.js) - Mid+/Senior (100% Remote)","iMakeable",mid,remote,"Wrocław","TypeScript; Next.js; Docker; Node.js; Express.js; CI/CD; ORM; Git; Nest.js; AWS","16800-24360 PLN",0.924893,1
fullstack-mid,290,"Node.js Developer","The Software House",mid,remote,"Gliwice","TypeScript; Node.js; CI/CD; Amazon AWS; SQL; React.JS","9500-16000 PLN",0.923643,1
fullstack-mid,5124,"Fullstack Java Developer (Java + React/Next.js)","UpMenu.com",mid,remote,"Łódź","TypeScript; Next.js; Docker; JavaScript; Java; MySQL; Claude Code; GitLab; DevOps","16000-20000 PLN",0.920231,1
fullstack-mid,241,"Full Stack Developer (Node.js+React)","Andersen",mid,remote,"Budapest","TypeScript; React; Node.js; AWS","6244-9182 PLN",0.920191,1
fullstack-mid,491,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,"Warszawa","TypeScript; Next.js; PostgreSQL; React; Node.js; React Native; Nest.js; Supabase","10080-20160 PLN",0.913658,1
fullstack-mid,3206,"Fullstack Developer (Node.js + React) (m/k)","Devire",mid,remote,"","TypeScript; React; Node.js","16800-21000 PLN",0.912522,1
fullstack-mid,54,"Fullstack Developer","speedapp",mid,remote,"Warszawa","TypeScript; Next.js; PostgreSQL; React; Node.js; HTML; CSS; ORM; REST API; UX/UI","18000-19999 PLN",0.912357,1
fullstack-mid,3556,"Fullstack TypeScript Developer","Crestt Sp. z o.o.",mid,remote,"","TypeScript; Node.js; Express.js; K8s","16800-19824 PLN",0.903604,1
fullstack-mid,4509,"Fullstack Developer (React / .NET)","co.brick",mid,remote,"Gliwice",".NET; React","15120-16800 PLN",0.895903,1
fullstack-mid,27,"Fullstack Developer","UNIVIO",mid,remote,"Wrocław","TypeScript; Next.js; React; API; Node.js; E-commerce; VTEX; Nest.js; AWS","13400-21800 PLN",0.892412,1
fullstack-mid,3992,"Fullstack TypeScript Developer","Crestt",mid,remote,"Warszawa","TypeScript; PostgreSQL; Node.js; LLM; Express.js; MongoDB; Cloud; RabbitMQ; RESTful API; OOP","16800-19824 PLN",0.877705,1
fullstack-mid,1245,"Fullstack Developer - Backend background (he/she)","ASTEK Polska",mid,remote,"Warszawa","TypeScript; React; JavaScript; Node.js; Git; Nest.js; Neo4j","15750-24150 PLN",0.876845,1
fullstack-mid,315,"Fullstack Developer","tonik",mid,remote,"Poznań","Next.js; Docker; PostgreSQL; React; JavaScript; HTML; Python; CSS; Rust; Microsoft Azure","18000-25000 PLN",0.875137,1
fullstack-mid,244,"Full Stack Software Engineer (Node.js, React.js, AWS)","Bayer Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; JavaScript; Node.js; HTML; CSS; Git; Terraform; aws lambda; React.JS; AWS","15360-19200 PLN",0.867052,1
fullstack-mid,204,"Fullstack Developer","Asana",mid,hybrid,"Warszawa","TypeScript; React; JavaScript; Node.js; Scala","23667-33896 PLN",0.865902,1
fullstack-mid,490,"Freelance Full Stack Developer","TeaCode S.C.",mid,remote,"Warszawa","TypeScript; Next.js; React; Node.js; Nest.js; AWS","10080-20160 PLN",0.852325,1
fullstack-mid,271,"Full-Stack Software Engineer (JavaScript / TypeScript)","Calimala.ai",mid,remote,"Warszawa","React; Node.js; Azure; JavaScript / TypeScript; cloud-native development; CI/CD & Git Workflows; Testing & QA; Performance optimization; Collaboration with Product & UX Teams; AWS","16000-32000 PLN",0.836827,1
fullstack-mid,149,"Full Stack Developer","WAYF",mid,remote,"Poland (Remote)","TypeScript; Next.js; PostgreSQL; Node.js; React Native; Nest.js","10000-17000 PLN",0.834196,1
fullstack-mid,258,"Fullstack Developer (Node.js & Typescript)","7N",mid,hybrid,"Warszawa","TypeScript; REST; PostgreSQL; Node.js; HTML; CSS; GraphQL; SQL; GCP","25200-31920 PLN",0.830510,1
fullstack-mid,9,"Fullstack Developer (.NET + React)","DCG",mid,remote,"","TypeScript; .NET; React","18480-20160 PLN",0.817672,1
fullstack-mid,249,"Fullstack Engineer (React & Node.js & Python)","Holisticon Connect",mid,remote,"Wrocław","TypeScript; Docker; React; API; JavaScript; Node.js; Python; AI; Linux; AWS","23520-26880 PLN",0.812763,1
fullstack-mid,316,"Full stack developer (Typescript&AWS)","Cyclad",mid,remote,"Warszawa","TypeScript; AWS","16800-20160 PLN",0.801397,1
fullstack-mid,4,"Fullstack Developer (Laravel + React) – ASAP k/m/*","Square One Resources",mid,remote,"","PostgreSQL; React; PHP","16800-23520 PLN",0.800405,1
fullstack-mid,295,"Full-stack Front-end Developer (React, Java)","Link Group",mid,remote,"Warszawa","TypeScript; React; JavaScript; Java","16800-26880 PLN",0.774848,1
fullstack-mid,522,"Typescript Developer (Node.js)","CrustLab",mid,remote,"Kraków","TypeScript; Docker; PostgreSQL; Node.js; Express.js; MongoDB; DDD; AWS","15000-20000 PLN",0.768677,1
fullstack-mid,90,"Full-Stack Developer","TaxCalc | Engager.app",mid,remote,"Wokingham","TypeScript; Angular; React; Python; Express.js; Git; Nest.js; Redis; SQL","14747-19663 PLN",0.757673,1
fullstack-mid,326,"Full-Stack Developer","Evionica",mid,remote,"Warszawa","TypeScript; React; JavaScript; Vue; Rust","20000-24000 PLN",0.741267,1
fullstack-mid,4652,"Node.js Developer","Antal Sp. z o.o.",mid,remote,"Wrocław","Node.js","23500-26800 PLN",0.731405,1
fullstack-mid,746,"Fullstack Engineer (Node.js + React)","Square One Resources",mid,hybrid,"Warsaw","PostgreSQL; React; AWS","20160-23520 PLN",0.722832,1
fullstack-mid,4672,"Fullstack Software Engineer","autoMEE",mid,hybrid,"Gdańsk","TypeScript; PostgreSQL; React; RabbitMQ; Node.js Express; GenAI/LLM","12000-18000 PLN",0.711511,1
fullstack-mid,3574,"Full-stack Front-end Developer (React, Java)","Link Group",mid,remote,"","TypeScript; React; JavaScript; Java","16800-26880 PLN",0.710935,1
fullstack-mid,5477,"Mid React Developer","Link Group",mid,remote,"","TypeScript; React; JavaScript","13000-16500 PLN",0.705229,1
fullstack-mid,210,"Mid Node.js Developer","Droplo",mid,hybrid,"Wałbrzych","TypeScript; Node.js; Node","11000-13000 PLN",0.695967,1
fullstack-mid,135,"Fullstack Engineer (NodeJS, ReactJS)","SwingDev—a hippo company",mid,remote,"Warszawa","TypeScript; React; JavaScript; Node.js; Microservices; Nest.js","23000-26000 PLN",0.694737,1
fullstack-mid,5037,"Mid Node.js Developer","H2B Group",mid,remote,"Gdańsk","Node.js; GraphQL; Amazon AWS; Terraform; aws lambda; DynamoDB","15120-20160 PLN",0.691196,1
fullstack-mid,37,"Mid/Senior Fullstack & AI Integration Developer z j. angielskim lub niemieckim (Instore Sensorics and Data)","dmTECH Polska",mid,remote,"Wrocław","Angular; React; Node.js; AI; Vue.js","16800-30240 PLN",0.652319,1
fullstack-mid,5787,"Fullstack Developer","Connectis_",mid,hybrid,"Warszawa","React; API; Headless CMS","29400-31920 PLN",0.636228,1
fullstack-mid,159,"Mid Fullstack JavaScript Developer (Node&Vue)","STATSCORE Sp. z o.o.",mid,hybrid,"Katowice","TypeScript; JavaScript; Node.js; HTML; CSS; Vue.js; SQL; RabbitMQ","10500-18000 PLN",0.575102,1
fullstack-mid,3569,"Full Stack Developer Java","Makeitright Sp. z o.o.",mid,remote,"","React; API; Java; AWS","18480-23520 PLN",0.560193,1
fullstack-mid,4984,"Full-stack Developer (React, .NET)","Fabres",mid,hybrid,"Poznań",".NET; React; C#","18480-21840 PLN",0.552948,1
fullstack-mid,89,"Front-end Developer","rynekpierwotny.pl",mid,hybrid,"Warszawa","TypeScript; Docker; React; JavaScript; Node.js; REST API; Kubernetes","13000-17000 PLN",0.514063,1
fullstack-mid,358,"Middle FullStack Software Engineer","N-iX",mid,remote,"Kraków","TypeScript; React; Node.js; C#; AI; Vue.js; AWS","16042-19127 PLN",0.466453,1
fullstack-mid,147,"React Native Developer","Goodspeed Digital",mid,remote,"Warszawa","TypeScript; React Native; Firebase","18000-23000 PLN",0.431435,1
fullstack-mid,121,"Node Developer","OneRail Poland Sp. z o.o.",mid,hybrid,"Kraków","TypeScript; Node.js","18000-22000 PLN",0.425152,1
fullstack-mid,129,"Mid Backend Developer - part time/full time","Pirxey",mid,remote,"Gdańsk","TypeScript; PHP; Node.js; Java; Python; C#; Unit Testing; SQL; Analytical Thinking; Software Architecture","8000-18000 PLN",0.407053,0
fullstack-mid,500,"Backend Developer (Typescript)","Blue Bolt",mid,hybrid,"Warszawa","TypeScript; Docker; Node.js; GraphQL; Microservices; REST API; nestJS; SQL; Firebase; Sequelize","16000-22000 PLN",0.404706,1
fullstack-mid,2916,"FullStack Engineer React/Node.js","Marska",mid,hybrid,"Kraków","TypeScript; Angular; React; Node.js; GCP; AWS","18060-25284 PLN",0.394918,1
fullstack-mid,738,"Full Stack Engineer (NodejS/ React) ","Tenth Revolution Group",mid,hybrid,"Warszawa","React; JavaScript; Node.js","20000-28000 PLN",0.381403,1
fullstack-mid,50,"Backend Developer (Mid)","Framna (formerly Bright Inventions)",mid,hybrid,"Gdańsk","TypeScript; React; JavaScript; Node.js; AI; Nest.js; AWS","18772-21220 PLN",0.379543,1
fullstack-mid,529,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,"Kraków","TypeScript; React; Java","27300-37800 PLN",0.375427,1
fullstack-mid,4627,"Frontend Developer (React Native)","Boldare",mid,hybrid,"Wrocław","TypeScript; React; React Native","10000-16000 PLN",0.365581,1
fullstack-mid,278,"Fullstack Software Engineer - Widgets","monday.com",mid,hybrid,"Warszawa","TypeScript; Node.js; NoSQL; SQL; SQS/SNS/Kafka; AWS","31000-49000 PLN",0.360536,1
fullstack-mid,5659,"React Native Developer","Smart Topaz sp. z o.o.",mid,remote,"","TypeScript; JavaScript; React Native","16000-22000 PLN",0.345379,1
fullstack-mid,4300,"Full Stack Engineer","TechTree",mid,hybrid,"Warszawa","TypeScript; React; JavaScript; Node.js; SQL databases","23276-46552 PLN",0.340555,1
fullstack-mid,86,"Frontend Developer","MindPal",mid,hybrid,"Gliwice","TypeScript; PostgreSQL; React; API; JavaScript; Ruby on Rails; Backend","8000-10000 PLN",0.337728,1
fullstack-mid,283,"Web3 Backend Developer (EVM + Rust)","Next Enterprises Sp. z o.o.",mid,remote,"Gdynia","TypeScript; Docker; PostgreSQL; Node.js; Solidity; ether.js; Rust; wagmi","10000-12000 PLN",0.307080,1
fullstack-mid,184,"Frontend Developer","Klient Just Join IT",mid,hybrid,"Katowice","TypeScript; Next.js; React; Node.js; Vue.js; CMS; AWS","23000-27000 PLN",0.302788,1
fullstack-mid,363,"React.js Developer","SMART TOPAZ",mid,remote,"Poland (Remote)","Next.js; JavaScript; HTML; REST API; React.JS","14000-20000 PLN",0.295587,1
fullstack-mid,5,"Frontend Developer","the.good.code;",mid,hybrid,"Gdańsk","TypeScript; Next.js; React","13440-16800 PLN",0.290124,1
fullstack-mid,225,"Regular React Native Developer","Spyrosoft",mid,remote,"Wrocław","TypeScript; JavaScript; CI/CD; Git; React Native","11760-18480 PLN",0.288373,1
fullstack-mid,255,"Full-Stack Engineer (AI)","ArdentCode",mid,remote,"Wrocław","TypeScript; React; JavaScript; Node.js; Python; AI; Django","16000-20000 PLN",0.269971,1
fullstack-mid,142,"Mid Fullstack Engineer","Appliscale",mid,remote,"Kraków","TypeScript; JavaScript; .NET C#; AWS","14000-20000 PLN",0.258143,1
fullstack-mid,182,"React Native Developer","GMI Software",mid,remote,"Warszawa","TypeScript; CI/CD; React Native; Expo","12000-18000 PLN",0.252834,1
fullstack-mid,139,"Front-end Developer","Nocowanie.pl",mid,remote,"Warszawa","TypeScript; Next.js; React; JavaScript; Redux; Webpack","12000-17000 PLN",0.251210,1
fullstack-mid,202,"Node.js | 100% remote | (3219)","RITS Professional Services",mid,remote,"Warszawa","TypeScript; Angular; React; JavaScript; Node.js; REST API; Bazy Danych; Testing","20160-23520 PLN",0.246605,1
fullstack-mid,6640,"Mid Angular Developer","Link Group",mid,remote,"","TypeScript; Angular; HTML","13000-18000 PLN",0.244821,0
fullstack-mid,5775,"NodeJS Software Engineer (e-mobility & energy)","Spyrosoft",mid,remote,"","TypeScript; JavaScript; Node.js","13440-26880 PLN",0.236497,1
fullstack-mid,323,"Software Engineer (Node)","Kingfisher plc",mid,hybrid,"Kraków","TypeScript; Docker; JavaScript; Node.js; GraphQL; Git; Visual Studio Code; AWS","13000-22000 PLN",0.230084,1
fullstack-mid,1239,"Frontend Developer  (TypeScript)","optAd360",mid,hybrid,"Wrocław","TypeScript; Angular; React; HTML; CSS; Jest; Cypress; JS","12000-15500 PLN",0.228795,1
fullstack-mid,351,"Mid-level Front-End Developer (Project Lead) eComm agency","commerce-ui",mid,remote,"Gdańsk","TypeScript; Next.js; React; CSS","14000-21000 PLN",0.227036,1
fullstack-mid,87,"Frontend Developer (Angular)","Link Group",mid,hybrid,"Warszawa","TypeScript; Angular; JavaScript; Node.js; Webpack","25000-30000 PLN",0.216980,1
fullstack-mid,16,"React Developer","ITMAGINATION",mid,remote,"","Next.js; Zustand; React","15120-17640 PLN",0.211488,1
fullstack-mid,23,"Frontend Developer","UNIVIO",mid,remote,"Wrocław","TypeScript; Next.js; React; JavaScript; HTML; CSS; GraphQL; VTEX; WCAG; SEO","10900-18400 PLN",0.210178,1
fullstack-mid,5375,"JavaScript Full-stack Engineer","Full Stack House",mid,hybrid,"Poznań","TypeScript; React; JavaScript","8400-16800 PLN",0.210035,1
fullstack-mid,390,"Frontend Developer","Primaris Services",mid,remote,"Warszawa","TypeScript; Next.js; JavaScript; Python; Reac","20160-23520 PLN",0.207929,1
fullstack-mid,221,"Frontend Developer (NextJs & React)","Naturaily",mid,remote,"Wrocław","Next.js; React; GraphQL; REST API","13440-20160 PLN",0.193171,1
fullstack-mid,5432,"Programista/ Programistka Fullstack (Java + React/Angular)","DCG sp. z o.o.",mid,hybrid,"Poland","Angular; React; Java","21840-25200 PLN",0.192172,1
fullstack-mid,5700," Middle Java Software Engineer","SoftServe",mid,remote,"","React; Java; GraphQL","13000-16000 PLN",0.187270,1
fullstack-mid,4635,"Frontend Regular React Developer","SquareOne",mid,remote,"","Next.js; React; React.JS","13440-16800 PLN",0.186975,1
fullstack-mid,739,"Product Frontend Developer (React / UI-UX) – GFComply","GFComply Sàrl",mid,remote,"","TypeScript; React; UI","21840-23520 PLN",0.180419,1
fullstack-mid,1781,"Mid Full-Stack Engineer (AI)","ArdentCode",mid,hybrid,"Wrocław","React; JavaScript; Node.js","16000-20000 PLN",0.178280,1
fullstack-mid,1444,"Web Portal Developer","Link Group",mid,remote,"","TypeScript; React; Headless CMS","16000-18480 PLN",0.177930,1
fullstack-mid,215,"Full-stack Engineer (JavaScript/React)","Motorola Solutions",mid,hybrid,"Kraków","React; JavaScript; AWS","14000-19000 PLN",0.166403,1
fullstack-mid,181,"Full-Stack Engineer -  AI Platform","Perfect Gym Solutions",mid,remote,"Warszawa","TypeScript; React; Java","22000-26000 PLN",0.159461,1
fullstack-mid,169,"TypeScript Engineer – Strapi (Regular)","VirtusLab",mid,remote,"Kraków","TypeScript; React; Node.js; strapi; Storybook","15000-22000 PLN",0.156479,1
fullstack-mid,174,"Mid Frontend Developer","Jit Team",mid,hybrid,"Warszawa","TypeScript; React; JavaScript","10000-16000 PLN",0.153878,1
fullstack-mid,216,"NodeJS Software Engineer (e-mobility & energy)","Spyrosoft",mid,remote,"Kraków","TypeScript; JavaScript; Node.js","12600-26880 PLN",0.153167,1
fullstack-mid,3236,"Software Engineer","CoverTree",mid,hybrid,"Kraków","TypeScript; React; Node.js; AWS CDK; AWS","13938-20132 PLN",0.152413,1
fullstack-mid,478,"Software Engineer (node.js, backend)","OneRail Poland Sp. z o.o.",mid,hybrid,"Kraków","TypeScript; Node.js","18000-22000 PLN",0.151242,1
fullstack-mid,40,"Software Engineer","Ciklum",mid,remote,"Gdańsk","TypeScript; JavaScript; AWS","17502-18356 PLN",0.144872,1
fullstack-mid,497,"React & Java / Spring Boot Full-Stack Engineer","UWS ie Ltd.",mid,remote,"Katowice","TypeScript; Spring Boot; Angular; React; Java; Redux","12875-21458 PLN",0.142849,1
fullstack-mid,4590,"Software Engineer (Frontend)","Revolut",mid,remote,"Kraków","TypeScript; ReactJS; JavaScript; English","28300-40000 PLN",0.140134,1
fullstack-mid,112,"Salesforce Engineer with frontend skills","Link Group",mid,hybrid,"Warszawa","TypeScript; Next.js; React; Node.js; Python; C#; UX/UI; Tailwind CSS; Salesforce","35000-47000 PLN",0.132937,1
fullstack-mid,449,"QA Automation Engineer","SMART TOPAZ",mid,remote,"Warszawa","TypeScript; Docker; PostgreSQL; JavaScript; Node.js; REST API; Automated Testing","16000-20000 PLN",0.127464,1
fullstack-mid,265,"Senior Backend Developer (Node.js + Hydra + AWS)","SCALO",mid,remote,"Kraków","Node; AWS","20160-22680 PLN",0.126467,1
fullstack-mid,364,"React/Frontend Developer","SellIntegro",mid,remote,"Wrocław","Docker; .NET; React; C#; Unit Testing; Git; SQL; ASP.NET Core; JS","12000-16000 PLN",0.125747,1
fullstack-mid,263,"Middle React Software Engineer","N-iX",mid,remote,"Kraków","TypeScript; React; GraphQL; REST API; English","14691-16160 PLN",0.123048,1
fullstack-mid,462,"Node.js Engineer","SMART TOPAZ",mid,remote,"Poland (Remote)","Docker; PostgreSQL; JavaScript; Node.js; Git; Cloud; RESTful API","20160-26880 PLN",0.113276,1
fullstack-mid,479,"React Developer","Devapo",mid,remote,"Warszawa","React; Git","15120-21840 PLN",0.111859,1
fullstack-mid,208,"Front-end Software Engineer 2 - Consumer Experience","Allegro",mid,hybrid,"Poznań","TypeScript; React; JavaScript; Node.js; HTML; CSS; Jest; Playwright; Cypress; Generative AI","14200-19690 PLN",0.108251,0
fullstack-mid,276,"Backend Developer (Node.js)","Andersen",mid,remote,"Turkey","Node.js; NoSQL; MongoDB","12120-17629 PLN",0.103412,1
fullstack-mid,102,"Frontend Developer (React)","Connectis",mid,hybrid,"Warszawa","React; JavaScript; CI/CD","20000-23000 PLN",0.094307,1
fullstack-mid,5452,".NET/ C# Developer","Upvanta",mid,remote,"",".NET; C#; AWS","25200-27300 PLN",0.092838,0
fullstack-mid,194,"Web Portal Developer","Link Group",mid,remote,"Kraków","TypeScript; Next.js; Zustand; React; Tanstack Query; Storybook","16000-18480 PLN",0.090761,1
fullstack-mid,5602,".Net Developer","1dea",mid,remote,"",".NET; AWS","23520-44520 PLN",0.090522,1
fullstack-mid,3231,"React Native Developer","Miquido",mid,remote,"Kraków","React; Git; JS","14280-19320 PLN",0.089567,1
fullstack-mid,4495,"Angular Developer (K/M/N)","Randlab",mid,hybrid,"Warszawa","TypeScript; Docker; REST; Angular; GraphQL; Git; Webpack; NgRx; RxJS","16800-20160 PLN",0.087615,0
fullstack-mid,5801,"Frontend Developer","Shiji Poland",mid,hybrid,"Katowice","TypeScript; React; JavaScript","13440-20160 PLN",0.086129,1
fullstack-mid,3978,"Frontend Angular Developer (MID)","FlyHigh.PRO",mid,remote,"Warszawa","Angular; HTML5; CSS3; JS","11000-15000 PLN",0.081932,1
fullstack-mid,4987,"Java Developer","DCG",mid,remote,"","Java; SQL; MySQL","20160-22680 PLN",0.078468,0
fullstack-mid,167,"Blockchain Payments Integration - Backend Engineer (TypeScript)","gmi.software",mid,remote,"Gdańsk","TypeScript; PostgreSQL; Node.js; Vitest","14000-20000 PLN",0.074462,1
