profile_name,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,bi_score,cross_score,relevant
go-backend-senior,243,"Senior Backend Developer (node.js)","Intent",senior,remote,"Warszawa","Next.js; Node.js; AWS","20160-30240 PLN",NaN,0.0957,
go-backend-senior,4544,"Senior FullStack Engineer","Future Media Ltd",senior,remote,"Poland (Remote)","TypeScript; Next.js; REST; PostgreSQL; Node.js; Amazon AWS; Nest.js; Kubernetes","21344-24760 PLN",NaN,0.0931,
go-backend-senior,5732,"Staff Software Engineer, Backend (Deal reporting)","Affirm",senior,remote,"","Kotlin; Python; AWS","29833-38166 PLN",NaN,0.0908,
mobile-mid,147,"React Native Developer","Goodspeed Digital",mid,remote,"Warszawa","TypeScript; React Native; Firebase","18000-23000 PLN",NaN,0.6463,
mobile-mid,225,"Regular React Native Developer","Spyrosoft",mid,remote,"Wrocław","TypeScript; JavaScript; CI/CD; Git; React Native","11760-18480 PLN",NaN,0.5883,
mobile-mid,182,"React Native Developer","GMI Software",mid,remote,"Warszawa","TypeScript; CI/CD; React Native; Expo","12000-18000 PLN",NaN,0.5826,
mobile-mid,3231,"React Native Developer","Miquido",mid,remote,"Kraków","React; Git; JS","14280-19320 PLN",NaN,0.5672,
mobile-mid,5477,"Mid React Developer","Link Group",mid,remote,"","TypeScript; React; JavaScript","13000-16500 PLN",NaN,0.5531,
mobile-mid,5659,"React Native Developer","Smart Topaz sp. z o.o.",mid,remote,"","TypeScript; JavaScript; React Native","16000-22000 PLN",NaN,0.4776,
mobile-mid,4627,"Frontend Developer (React Native)","Boldare",mid,hybrid,"Wrocław","TypeScript; React; React Native","10000-16000 PLN",NaN,0.3898,
mobile-mid,529,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,"Kraków","TypeScript; React; Java","27300-37800 PLN",NaN,0.2685,
mobile-mid,5748," Fullstack Developer (Node, react, typescript)","Link Group",mid,remote,"","TypeScript; React; Node.js","15000-20000 PLN",NaN,0.2182,
mobile-mid,297,"React Native Engineer (Talent Pool)","iteo",mid,remote,"Katowice","TypeScript; Kotlin; Java; React Native; Redux; MOBX; XCode; Android Studio; Swift","9000-16000 PLN",NaN,0.2158,
mobile-mid,1087,"Fullstack Developer (Java, React)","ITFS Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; React; JavaScript","15120-18480 PLN",NaN,0.2062,
mobile-mid,263,"Middle React Software Engineer","N-iX",mid,remote,"Kraków","TypeScript; React; GraphQL; REST API; English","14691-16160 PLN",NaN,0.1931,
mobile-mid,210,"Mid Node.js Developer","Droplo",mid,hybrid,"Wałbrzych","TypeScript; Node.js; Node","11000-13000 PLN",NaN,0.1723,
mobile-mid,479,"React Developer","Devapo",mid,remote,"Warszawa","React; Git","15120-21840 PLN",NaN,0.1688,
mobile-mid,149,"Full Stack Developer","WAYF",mid,remote,"Poland (Remote)","TypeScript; Next.js; PostgreSQL; Node.js; React Native; Nest.js","10000-17000 PLN",NaN,0.1682,
mobile-mid,9,"Fullstack Developer (.NET + React)","DCG",mid,remote,"","TypeScript; .NET; React","18480-20160 PLN",NaN,0.1671,
mobile-mid,213,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,"Warszawa","TypeScript; React; API; Node.js; AWS","13000-15000 PLN",NaN,0.1640,
mobile-mid,5774,"Cross‑Platform Engineer (C++ / C# / KMP)","Experis Polska",mid,remote,"","Kotlin; C#; C++","30240-33600 PLN",NaN,0.1442,
mobile-mid,5,"Frontend Developer","the.good.code;",mid,hybrid,"Gdańsk","TypeScript; Next.js; React","13440-16800 PLN",NaN,0.1337,
mobile-mid,3206,"Fullstack Developer (Node.js + React) (m/k)","Devire",mid,remote,"","TypeScript; React; Node.js","16800-21000 PLN",NaN,0.1330,
